name,I0Y,I0T,I0V,I0W,I0P,I0Q,I0R,I0S,I0L,I0M,I0N,I0H,I0I,I0K,I0D,I0E,I0F,I0G,I0A,I0C,D0E,D0D,D0G,D0F,D0A,D0C,D0M,D0L,D0N,D0I,D0H,D0K,D0T,D0W,D0V,D0Q,D0P,D0S,D0R,D0Y,Y0L,Y0M,Y0N,Y0H,Y0I,Y0K,Y0D,Y0E,Y0F,Y0G,Y0A,Y0C,Y0Y,Y0T,Y0V,Y0W,Y0P,Y0Q,Y0R,Y0S,V0G,V0E,V0D,V0C,V0A,V0W,V0V,V0T,V0R,V0P,P0Y,P0Q,P0P,P0S,P0R,P0T,P0W,P0V,P0I,P0H,P0K,P0M,P0L,P0N,P0A,P0C,P0E,P0D,P0G,P0F,E0A,E0C,E0D,E0E,E0F,E0G,E0H,E0I,E0K,E0L,E0M,E0N,E0P,E0Q,E0R,E0S,E0T,E0V,E0W,E0Y,K0N,K0L,K0M,K0K,K0H,K0I,K0F,K0G,K0D,K0E,K0C,K0A,K0Y,K0V,K0W,K0T,K0R,K0S,K0P,K0Q,F0W,F0V,F0T,F0S,F0R,F0Q,F0P,F0Y,F0G,F0F,F0E,F0D,F0C,F0A,F0N,F0M,F0L,F0K,F0I,F0H,L0Y,L0T,L0W,L0V,L0Q,L0P,L0S,L0R,L0M,L0L,L0N,L0I,L0H,L0K,L0E,L0D,L0G,L0F,L0A,L0C,A0D,A0E,A0F,A0G,A0A,A0C,A0L,A0M,A0N,A0H,A0I,A0K,A0T,A0V,A0W,A0P,A0Q,A0R,A0S,A0Y,Q0T,V0F,Q0V,Q0W,Q0P,Q0Q,Q0R,Q0S,V0N,V0M,V0L,V0K,Q0Y,V0I,V0H,Q0D,Q0E,Q0F,Q0G,V0S,Q0A,V0Q,Q0C,Q0L,Q0M,Q0N,Q0H,Q0I,V0Y,Q0K,G0R,G0S,G0P,G0Q,G0V,G0W,G0T,G0Y,G0C,G0A,G0F,G0G,G0D,G0E,G0K,G0H,G0I,G0N,G0L,G0M,R0K,R0I,R0H,R0N,R0M,R0L,R0C,R0A,R0G,R0F,R0E,R0D,R0Y,R0S,R0R,R0Q,R0P,R0W,R0V,R0T,M0Y,M0P,M0Q,M0R,M0S,M0T,M0V,M0W,M0H,M0I,M0K,M0L,M0M,M0N,M0A,M0C,M0D,M0E,M0F,M0G,H0A,H0C,H0E,H0D,H0G,H0F,H0I,H0H,H0K,H0M,H0L,H0N,H0Q,H0P,H0S,H0R,H0T,H0W,H0V,H0Y,W0C,W0A,W0F,W0G,W0D,W0E,W0K,W0H,W0I,W0N,W0L,W0M,W0R,W0S,W0P,W0Q,W0V,W0W,W0T,W0Y,N0N,N0M,N0L,N0K,N0I,N0H,N0G,N0F,N0E,N0D,N0C,N0A,N0Y,N0W,N0V,N0T,N0S,N0R,N0Q,N0P,S0F,S0G,S0D,S0E,S0C,S0A,S0N,S0L,S0M,S0K,S0H,S0I,S0V,S0W,S0T,S0R,S0S,S0P,S0Q,S0Y,C0V,C0W,C0T,C0R,C0S,C0P,C0Q,C0Y,C0F,C0G,C0D,C0E,C0C,C0A,C0N,C0L,C0M,C0K,C0H,C0I,T0T,T0W,T0V,T0Q,T0P,T0S,T0R,T0Y,T0E,T0D,T0G,T0F,T0A,T0C,T0M,T0L,T0N,T0I,T0H,T0K
CDO67296.1,1,3,1,0,0,0,1,2,0,0,2,1,0,0,0,2,0,0,1,0,1,3,3,1,3,0,2,3,4,4,0,2,2,0,3,2,0,1,0,3,0,3,1,2,0,0,5,0,1,1,3,0,0,1,0,0,1,0,1,0,1,1,1,0,4,0,0,2,0,1,2,1,0,0,1,0,0,1,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,2,1,0,1,2,1,1,0,0,0,0,1,0,0,0,3,0,0,3,2,4,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,3,1,0,1,1,1,0,0,2,1,1,1,2,0,0,3,1,2,2,0,2,0,1,0,2,2,0,5,0,1,4,2,0,3,2,2,0,3,3,4,0,0,1,3,3,2,2,1,1,2,0,0,1,0,1,2,1,2,2,0,0,1,1,0,2,1,0,1,0,0,1,2,0,0,1,1,1,0,0,0,1,0,0,1,1,0,4,0,3,1,0,0,0,1,0,2,3,2,0,1,1,0,1,0,1,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,1,2,5,2,0,0,1,0,1,0,0,0,0,3,1,0,0,0,0,1,1,1,0,0,0,0,0,1,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3,0,0,1,8,0,5,0,0,1,0,0,0,1,3,0,0,0,0,0,1,2,1,0,0,0,0,2,0,1,1,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,2,1,2,1,3,1,0,4,0,0,3,3,1,0,2
CDO67297.1,1,3,1,0,0,0,1,2,0,0,2,1,0,0,0,2,0,0,1,0,1,3,3,1,3,0,2,3,4,4,0,2,2,0,3,2,0,1,0,4,0,3,1,2,0,0,5,0,1,1,3,0,0,1,0,0,1,0,1,0,2,1,1,0,4,0,0,2,0,1,2,1,0,0,1,0,0,1,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,2,1,0,1,2,1,1,0,0,0,0,1,0,0,0,3,0,0,3,2,4,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,3,1,0,1,1,1,0,0,2,1,1,1,2,0,0,3,1,2,2,0,2,0,1,0,2,2,0,5,0,1,4,2,0,3,2,2,0,3,3,4,0,0,1,3,3,2,2,1,1,2,0,0,1,0,1,2,1,2,2,0,0,1,1,0,2,1,0,1,0,0,1,2,0,0,1,1,1,0,0,0,1,0,0,1,1,0,4,0,3,1,0,0,0,1,0,2,3,2,0,1,1,0,1,0,1,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,1,2,5,2,0,0,1,0,1,0,0,0,0,3,1,0,0,0,0,1,1,1,0,0,0,0,0,1,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3,0,0,1,8,0,5,0,0,1,0,0,0,1,3,0,0,0,0,0,1,2,1,0,0,0,0,2,0,1,1,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,2,1,2,1,3,1,0,4,0,0,3,3,1,0,2
CDO67298.1,1,3,1,0,0,0,1,2,0,0,2,1,0,0,0,2,0,0,1,0,1,3,3,1,3,0,2,3,4,4,0,2,2,0,3,2,0,1,0,4,0,3,1,2,0,0,5,0,1,1,3,0,0,1,0,0,0,0,1,0,2,1,1,0,4,0,0,2,0,1,2,1,0,0,1,0,0,1,0,0,0,0,0,1,3,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,2,1,0,1,2,1,1,0,0,0,0,1,0,0,0,3,0,0,3,2,4,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,3,1,0,1,1,1,0,0,2,1,1,1,2,0,0,3,1,2,2,0,2,0,1,0,2,2,0,6,0,1,4,2,0,3,2,2,0,3,3,4,0,0,1,3,3,2,2,1,1,2,0,0,1,0,1,2,1,2,2,0,0,1,1,0,2,1,0,1,0,0,1,2,0,0,1,1,1,0,0,0,1,0,0,1,1,0,4,0,3,1,0,0,0,1,0,2,3,2,0,1,1,0,1,0,1,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,1,2,5,2,0,0,1,0,1,0,0,0,0,3,1,0,0,0,0,1,1,1,0,0,0,0,0,1,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3,0,0,1,8,0,5,0,0,1,0,0,0,1,4,0,0,0,0,0,1,2,1,0,0,0,0,2,0,1,1,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,2,1,2,1,3,1,0,4,0,0,3,3,1,0,2
CDO67300.1,1,3,1,0,0,0,1,2,0,0,2,1,0,0,0,2,0,0,1,0,1,3,3,1,3,0,2,3,4,4,0,2,3,0,3,2,0,1,0,3,0,3,1,2,0,0,5,0,1,1,3,0,0,1,0,0,1,0,1,0,1,1,1,0,4,0,0,2,0,1,2,1,0,0,1,0,0,1,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,2,1,0,1,2,1,1,0,0,0,0,1,0,0,0,3,0,0,3,2,4,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,3,1,0,1,1,1,0,0,2,1,1,1,2,0,0,3,1,2,2,0,2,0,1,0,2,2,0,5,0,1,4,2,0,3,2,2,0,3,3,4,0,0,1,3,3,2,2,1,1,2,0,0,1,0,1,2,1,2,2,0,0,1,1,0,2,1,0,1,0,0,1,2,0,0,1,1,1,0,0,0,1,0,0,1,1,0,4,0,3,1,0,0,0,1,0,2,3,2,0,1,1,0,1,0,1,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,1,2,5,2,0,0,1,0,1,0,0,0,0,3,1,0,0,0,0,1,1,1,0,0,0,0,0,1,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3,0,0,1,8,0,5,0,0,1,0,0,0,1,3,0,0,0,0,0,1,2,1,0,0,0,0,2,0,1,1,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,2,1,2,1,3,1,0,4,0,0,3,3,1,0,2
CDO67301.1,1,3,1,0,0,0,1,2,0,0,2,1,0,0,0,2,0,0,1,0,1,3,3,1,3,0,1,4,4,4,0,2,3,0,3,2,0,1,0,3,0,3,1,2,0,0,5,0,1,1,3,0,0,1,0,0,1,0,1,0,1,1,1,0,4,0,0,2,0,1,2,1,0,0,1,0,0,1,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,2,1,0,1,2,1,1,0,0,0,0,1,0,0,0,3,0,0,3,2,4,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,3,1,0,1,1,1,0,0,2,1,1,1,2,1,0,3,1,2,2,0,2,0,1,0,2,2,0,5,0,1,4,2,0,3,2,2,0,3,3,4,0,0,1,3,3,2,2,1,1,2,0,0,1,0,1,2,1,2,2,0,0,1,1,0,2,1,0,1,0,0,1,2,0,0,1,1,1,0,0,0,1,0,0,1,1,0,4,0,3,1,0,0,0,1,0,2,3,2,0,1,1,0,1,0,1,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,1,1,5,2,0,0,1,0,1,0,0,0,0,3,1,0,0,0,0,1,1,1,0,0,0,0,0,1,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3,0,0,1,8,0,5,0,0,1,0,0,0,1,3,0,0,0,0,0,1,2,1,0,0,0,0,2,0,1,1,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,2,1,2,1,3,1,0,4,0,0,3,3,1,0,2
CDO67302.1,1,3,1,0,0,0,1,2,0,0,1,1,0,1,0,2,0,0,1,0,1,3,3,1,3,0,1,4,4,4,0,2,2,0,3,2,0,1,0,4,0,3,1,2,0,0,5,0,1,1,3,0,0,1,0,0,1,0,1,0,2,1,1,0,4,0,0,2,0,1,2,1,0,0,1,0,0,1,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,2,1,0,1,2,1,1,0,0,0,0,2,0,0,0,3,0,0,3,2,4,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,3,1,0,1,1,1,0,0,2,1,1,1,2,1,0,3,1,2,2,0,2,0,1,0,2,2,0,6,0,1,4,2,0,3,2,2,0,3,3,4,0,0,1,3,3,2,2,1,1,2,0,0,1,0,1,2,1,2,2,0,0,1,1,0,2,1,0,1,0,0,1,2,0,0,1,1,1,0,0,0,1,0,0,1,1,0,4,0,3,1,0,0,0,1,0,2,3,2,0,1,1,0,1,0,1,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,1,1,5,2,0,0,1,0,1,0,0,0,0,3,1,0,0,0,0,1,1,1,0,0,0,0,0,1,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,1,8,0,5,0,0,1,0,0,0,1,3,0,0,0,0,0,1,2,1,0,0,0,0,2,0,1,1,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,2,1,2,1,3,1,0,4,0,0,3,3,1,0,2
CDO67303.1,1,3,1,0,0,0,1,2,0,0,2,1,0,0,0,2,0,0,1,0,1,3,3,1,3,0,2,3,4,4,0,2,2,0,3,2,0,1,0,4,0,3,1,2,0,0,5,0,1,1,3,0,0,1,0,0,1,0,1,0,1,1,1,0,4,0,0,2,0,1,2,1,0,0,1,0,0,1,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,2,1,0,1,2,1,1,0,0,0,0,1,0,0,0,3,0,0,3,2,4,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,3,1,0,1,1,1,0,0,3,1,1,1,2,0,0,3,1,2,2,0,2,0,1,0,2,1,0,5,0,1,4,2,0,3,2,2,0,3,3,4,0,0,1,3,3,2,1,1,1,2,0,0,1,0,1,2,1,2,2,0,0,1,1,0,2,1,0,1,0,0,1,2,0,0,1,1,1,0,0,0,1,0,0,1,1,0,4,0,3,1,0,0,0,1,0,2,3,2,0,1,1,0,1,0,1,1,0,1,2,1,0,0,0,0,0,1,1,0,0,0,1,2,5,2,0,0,1,0,1,0,0,0,0,3,1,0,0,0,0,1,1,1,0,0,0,0,0,1,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3,0,0,1,8,0,5,0,0,1,0,0,0,1,3,0,0,0,0,0,1,2,1,0,0,0,0,2,0,1,1,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,2,1,3,1,3,1,0,4,0,0,3,3,1,0,2
CDO67304.1,1,3,1,0,0,0,1,2,0,0,2,1,0,0,0,2,0,0,1,0,1,3,3,1,3,0,1,4,4,4,0,2,2,0,3,2,0,1,0,4,0,3,1,2,0,0,5,0,1,1,3,0,0,1,0,0,1,0,1,0,1,1,1,0,4,0,0,2,0,1,2,1,0,0,1,0,0,1,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,2,1,0,1,2,1,1,0,0,0,0,1,0,0,0,3,0,0,3,2,4,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,3,1,0,1,1,1,0,0,2,1,1,1,2,1,0,3,1,2,2,0,2,0,1,0,2,2,0,5,0,1,4,2,0,3,2,2,0,3,3,4,0,0,1,3,3,2,2,1,1,2,0,0,1,0,1,2,1,2,2,0,0,1,1,0,2,1,0,1,0,0,1,2,0,0,1,1,1,0,0,0,1,0,0,1,1,0,4,0,3,1,0,0,0,1,0,2,3,2,0,1,1,0,1,0,1,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,1,1,5,2,0,0,1,0,1,0,0,0,0,3,1,0,0,0,0,1,1,1,0,0,0,0,0,1,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3,0,0,1,8,0,5,0,0,1,0,0,0,1,3,0,0,0,0,0,1,2,1,0,0,0,0,2,0,1,1,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,2,1,2,1,3,1,0,4,0,0,3,3,1,0,2
CCH63999.1,3,6,2,0,0,3,1,4,0,0,7,2,1,0,3,5,0,4,4,0,3,11,11,5,6,0,3,11,10,6,5,6,8,1,10,12,4,10,4,11,6,4,5,2,2,3,18,2,11,4,5,0,2,5,2,0,1,1,2,2,9,0,13,0,10,0,4,12,4,2,3,2,1,3,1,4,1,2,1,0,3,1,3,2,4,0,3,4,2,2,2,0,3,1,2,4,0,0,1,6,2,3,0,6,5,1,4,5,2,1,1,6,1,1,1,1,0,3,5,1,0,4,5,6,1,2,1,2,2,2,0,3,4,3,1,3,4,1,1,0,2,10,0,10,3,1,3,2,1,1,2,8,2,2,5,5,2,5,4,3,9,4,4,3,1,5,10,4,12,0,13,2,5,15,7,1,7,2,2,6,6,6,16,7,2,3,8,6,11,11,9,3,6,0,0,7,5,4,5,0,8,2,4,3,2,3,1,5,10,8,9,7,0,2,4,4,3,8,4,6,3,1,5,14,5,4,9,5,0,9,3,8,5,7,1,3,4,2,11,6,1,1,2,4,2,5,0,3,3,1,1,4,6,4,1,2,1,0,4,6,1,0,1,2,2,7,3,0,1,0,1,2,0,1,3,0,3,2,3,2,3,0,4,5,3,1,1,0,0,0,3,5,3,0,2,0,3,1,4,0,0,1,0,0,0,2,1,1,1,0,1,0,2,0,2,0,0,0,1,4,2,3,2,2,1,3,4,2,4,13,0,9,2,0,12,6,3,0,5,4,4,4,7,0,0,16,5,4,1,4,0,1,11,0,9,2,13,2,1,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2,8,8,6,13,6,7,7,12,8,2,20,0,0,7,6,4,2,2
AIM52834.1,4,4,4,1,1,5,2,5,5,1,10,4,1,7,7,2,5,13,8,0,3,10,12,6,9,0,3,14,26,7,2,8,9,2,11,15,0,16,10,9,11,5,17,1,4,3,16,3,8,11,14,0,0,7,6,0,1,4,1,8,14,1,5,0,12,1,11,13,5,1,4,4,2,1,4,8,0,5,1,0,4,0,3,2,1,0,0,2,7,0,1,0,2,1,4,7,1,3,3,6,0,2,2,4,1,4,2,3,1,2,7,9,3,2,2,7,2,12,6,1,0,10,12,9,6,8,2,10,3,8,0,2,5,9,1,5,4,4,6,3,1,10,0,6,11,0,3,7,1,2,6,14,3,7,3,1,7,3,4,7,14,5,1,13,3,7,15,3,12,0,16,4,4,16,13,0,8,2,12,1,6,5,16,5,4,2,8,2,11,12,17,1,17,4,3,9,3,9,11,1,6,7,8,8,2,3,6,5,9,10,6,7,0,8,6,10,1,10,7,15,2,8,4,27,7,4,17,9,0,8,13,10,14,6,8,3,6,11,11,7,3,2,1,5,1,7,0,8,4,2,0,9,3,1,1,2,3,0,4,2,3,2,3,3,2,4,2,1,0,0,3,1,0,3,2,0,3,0,4,3,2,0,1,1,3,0,1,0,1,1,2,4,1,0,2,1,3,0,0,2,0,3,1,3,9,0,1,1,0,1,4,0,2,0,3,3,0,0,1,2,19,1,10,12,10,1,11,5,4,24,0,9,13,2,11,14,11,8,18,9,8,13,10,8,0,13,11,9,1,12,0,6,9,1,8,4,5,2,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,4,10,14,5,14,3,16,4,17,6,6,11,0,2,4,16,11,2,7
CDX65123.1,4,2,4,2,1,7,2,7,5,2,6,2,4,10,7,3,4,11,4,0,8,10,9,3,4,0,7,11,13,7,4,9,7,0,10,17,2,9,11,5,14,3,14,2,7,1,18,6,4,8,11,0,2,6,2,1,1,5,0,2,16,2,7,0,14,2,10,9,5,3,5,4,2,0,3,9,0,7,4,0,6,0,1,1,4,0,0,0,9,1,3,0,2,0,1,3,1,3,5,8,1,5,3,7,2,2,4,4,1,0,3,7,3,3,2,10,4,11,5,3,0,8,9,16,7,6,1,8,5,6,0,1,5,3,0,3,4,1,7,0,2,4,0,4,7,1,5,5,1,1,6,13,1,4,3,5,7,0,2,10,19,1,1,10,2,9,15,4,14,0,10,3,4,9,9,0,8,5,10,2,5,9,14,7,3,0,9,2,7,13,15,2,21,3,3,9,3,12,16,2,3,9,7,5,3,3,1,5,13,15,7,3,0,9,5,11,0,7,8,12,0,11,1,22,7,3,18,16,0,8,7,9,10,7,9,2,5,8,13,1,3,1,2,1,0,6,0,4,3,4,0,6,1,2,2,3,1,0,3,1,1,1,7,0,0,4,6,0,1,3,2,0,1,2,3,0,3,2,1,2,3,0,0,3,3,0,1,1,2,2,3,3,2,0,3,0,2,0,0,0,0,3,0,1,8,0,0,0,1,5,4,0,1,0,2,3,1,0,0,3,18,1,7,6,5,2,13,2,5,22,0,9,8,1,12,9,12,6,14,11,3,10,8,4,0,11,9,8,1,9,1,7,11,3,8,3,9,2,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,8,13,9,11,2,13,6,11,5,5,7,0,1,4,13,10,1,7
AIY21017.1,5,6,3,0,2,6,1,4,2,1,6,1,2,0,2,4,1,8,4,0,3,8,9,4,9,0,2,8,7,8,1,11,11,1,8,6,1,11,6,5,8,1,9,0,3,6,14,2,13,9,5,0,3,8,6,0,2,5,2,6,15,7,5,0,10,1,3,7,1,1,1,2,1,4,0,4,0,3,0,0,0,0,3,2,7,0,1,0,5,1,5,0,6,3,4,6,1,1,3,7,1,6,3,1,1,2,3,8,2,8,5,4,2,5,3,7,5,12,10,7,0,7,10,8,4,3,3,11,3,2,0,4,4,4,2,0,5,2,3,1,6,10,0,7,2,1,6,8,1,1,6,6,0,6,5,1,5,4,3,5,9,0,2,7,3,10,9,3,9,0,13,4,5,13,16,0,8,1,5,2,6,10,19,4,2,2,5,2,9,6,4,1,5,0,1,3,1,1,9,2,1,5,4,4,0,2,3,4,7,4,1,2,0,1,3,3,2,10,8,10,5,4,3,14,1,3,13,10,0,10,7,6,6,8,10,0,4,4,17,2,2,1,1,5,0,5,0,7,1,3,0,3,4,3,0,0,1,0,4,3,2,1,1,0,1,3,2,1,0,0,4,0,0,1,2,0,2,0,0,2,0,0,0,1,4,1,0,0,1,0,1,4,2,0,1,1,0,0,2,1,0,1,0,0,1,2,0,1,1,1,1,0,2,1,3,0,1,0,3,3,3,1,5,11,5,0,4,5,4,11,0,10,11,4,5,8,2,2,5,1,3,9,5,6,0,2,5,5,1,9,4,2,9,1,6,1,7,2,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2,4,5,1,7,9,4,8,11,4,6,20,0,0,5,11,3,0,10
AIY21018.1,4,3,6,0,2,2,1,0,2,1,8,1,0,5,9,4,0,8,9,0,4,5,3,5,6,0,1,7,10,9,2,10,10,1,7,7,1,15,6,5,7,1,9,0,1,7,10,5,8,11,5,0,4,6,4,0,3,0,2,9,11,5,5,0,17,1,5,13,1,2,2,2,0,2,1,3,1,7,0,1,4,1,3,0,3,0,0,2,4,1,6,0,3,3,8,6,1,4,11,5,0,3,1,3,0,6,5,7,1,7,6,1,1,7,3,8,4,18,6,8,0,10,8,13,3,11,5,5,3,5,0,3,6,4,1,1,4,1,4,1,3,2,0,8,2,2,4,4,4,0,5,8,0,5,3,1,4,2,3,6,12,0,2,5,3,5,3,5,10,0,13,8,2,15,13,0,9,3,5,1,6,7,11,11,3,3,3,4,9,7,5,4,3,0,1,2,0,2,12,2,7,7,4,5,0,2,2,1,4,4,2,4,0,5,1,4,1,8,6,9,3,8,1,9,9,1,13,10,0,9,4,6,9,6,7,2,4,6,9,5,1,3,2,2,0,5,0,4,1,1,1,3,4,2,0,0,2,0,2,2,0,1,2,0,3,3,0,2,0,0,7,0,0,4,1,0,1,0,0,2,2,0,1,1,2,0,1,0,1,0,2,3,1,0,1,0,0,0,1,1,0,2,0,0,0,1,1,1,0,4,1,0,2,1,4,0,1,0,1,2,5,4,4,15,8,0,2,4,6,17,0,4,7,3,10,5,3,3,7,2,4,10,6,8,0,8,5,4,0,7,0,3,9,2,8,1,2,3,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,8,3,3,11,3,5,11,15,12,4,15,0,0,2,10,2,0,9
AIY21019.1,1,2,5,0,3,3,2,6,0,1,8,1,2,4,2,4,1,9,7,0,5,5,11,3,5,0,1,11,7,9,5,9,11,3,8,4,1,10,3,5,5,1,10,3,0,3,13,1,9,8,10,0,3,6,4,1,2,2,1,6,17,7,7,0,11,0,4,15,1,1,3,1,0,1,0,7,0,4,1,0,4,0,3,0,2,0,2,0,5,2,4,0,5,4,5,8,0,2,10,5,1,2,1,3,1,5,9,6,1,2,8,6,0,8,3,7,7,14,8,8,0,11,11,16,3,6,3,5,2,6,0,2,9,1,1,6,4,1,4,1,6,8,1,6,4,1,5,6,5,1,3,8,0,8,5,1,10,1,2,6,8,1,0,8,3,8,5,12,10,0,11,4,2,14,9,0,9,4,9,2,5,7,17,9,1,6,2,3,12,8,3,2,8,0,0,1,1,2,12,2,3,9,4,4,0,1,2,4,7,10,2,0,0,7,3,2,0,10,8,11,6,7,1,16,9,2,18,5,0,8,9,4,6,7,11,2,4,8,13,2,3,1,1,0,0,4,0,6,1,2,1,3,4,4,0,0,0,0,4,0,1,0,2,0,0,3,0,2,0,0,5,0,0,3,4,0,1,0,1,1,1,0,0,1,1,0,0,0,2,1,2,3,2,1,1,2,1,0,1,1,0,2,0,0,1,1,1,0,2,1,0,0,2,0,3,2,0,0,2,5,5,1,6,10,1,1,9,4,4,10,0,7,7,3,8,4,10,1,10,4,4,6,7,8,0,11,5,5,2,12,0,4,5,2,6,3,8,1,1,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15,4,12,2,4,6,3,5,6,18,14,6,16,0,0,8,12,3,1,9
AIY21477.1,3,5,4,1,4,3,5,4,0,0,8,1,0,3,3,4,2,8,6,0,5,5,8,5,7,0,0,11,13,7,3,10,8,2,3,10,2,13,6,6,6,1,12,1,1,7,13,4,11,8,8,0,5,2,4,0,5,3,0,5,12,1,7,0,14,1,5,4,4,1,2,3,1,2,2,5,1,3,2,0,3,0,4,5,2,0,0,1,3,1,2,0,3,1,1,9,0,4,4,3,1,7,1,1,4,2,0,6,1,3,4,3,0,6,2,2,5,11,4,4,0,7,10,6,4,11,3,3,3,2,0,1,7,1,6,7,0,2,2,2,2,8,0,8,5,2,3,3,1,0,5,9,2,5,3,3,6,9,4,3,9,3,0,5,3,8,5,5,10,0,15,4,2,12,14,0,4,2,6,2,4,9,26,8,1,3,6,4,12,8,1,4,6,0,3,2,5,5,9,2,2,6,7,3,0,2,4,3,13,6,4,2,0,6,4,3,0,9,4,7,9,3,2,17,4,3,11,5,0,11,3,7,9,4,2,3,5,8,17,5,5,5,2,5,0,7,0,12,4,1,1,10,5,3,3,8,1,0,3,3,0,0,1,3,1,2,3,1,0,1,4,2,1,5,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,2,0,1,2,0,2,0,2,0,1,5,0,3,0,2,1,0,0,1,1,1,0,0,2,1,3,0,1,0,2,5,10,1,13,9,8,1,7,6,2,12,0,11,7,2,9,10,9,4,6,4,5,10,10,5,0,8,9,4,1,2,1,3,4,0,5,7,1,1,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,11,3,3,10,4,7,6,12,7,1,14,0,1,9,11,6,1,5
